"琍"	"王利"	"LI"	"LI"	"琍"
"凖"	""	"VP"	"ZHUN"	"凖"
"縢"	""	"TK"	"tao"	"縢"
"螉"	""	"WF"	"wen"	"螉"
"恉"	""	"VI"	"zhi"	"恉"
"饻"	""	"WU"	"wu"	"饻"
"補"	""	"BU"	"BU"	"補"
"屾"	"山山"	"UF"	"SHEN"	"屾"
"晉"	""	"JN"	"JIN"	"晉"
"鮜"	""	"HB"	"HOU"	"鮜"
"沢"	"水尺"	"II"	"CHI"	"沢"
"耈"	""	"GB"	"GOU"	"勾钓句匀勿旬坷甸"
"粥"	"弓米弓"	"VB"	"ZHOU"	"粥弼租枢抵饿稚推"
"责"	""	"ZE"	"ZE"	"责债帻啧麦毒贡青素羞"
"苶"	""	"NI"	"ni"	"苶"
"蚡"	""	"FZ"	"fei"	"蚡"
"嗈"	""	"YN"	"yin"	"嗈"
"萐"	""	"SG"	"seng"	"萐"
"畠"	""	"TI"	"ti"	"畠"
"皂"	"白七"	"ZK"	"ZAO"	"皂唣旱臭良名尾导"
"滓"	"三宰"	"ZI"	"ZI"	"滓宰榟浑库瘁泽淳傍"
"墺"	""	"AO"	"ao"	"墺"
"潾"	""	"LC"	"liao"	"潾"
"咏"	"口永"	"YS"	"YONG"	"咏咏泳吮泳啄味晚吹"
"允"	""	"YP"	"YUN"	"允狁兄九尤亢元冗"
"砦"	"此石"	"VL"	"ZHAI"	"砦此"
"垇"	""	"AG"	"ang"	"垇"
"昉"	""	"FJ"	"fan"	"昉"
"鳟"	"鱼尊"	"ZP"	"ZUN"	"鳟遵尊樽撙嶟蹲"
"楤"	""	"CS"	"cong"	"楤"
"鸳"	""	"YR"	"YUAN"	"鸳鸯莺驾臀鸯絮绥馁"
"鸷"	"执鸟"	"VI"	"ZHI"	"鸷执热抛"
"综"	""	"ZS"	"ZONG"	"综棕鬃粽脘踪宗腙踪倧猔碂綜绦缘练棕绩纬"
"桮"	""	"BK"	"bao"	"桮"
"鼟"	""	"TK"	"tao"	"鼟"
"昐"	""	"FZ"	"fei"	"昐"
"燻"	""	"XR"	"xuan"	"燻"
"崚"	""	"LN"	"lin"	"崚"
"螲"	""	"VS"	"zhong"	"螲"
"喌"	""	"VB"	"zhou"	"喌"
"邶"	""	"BK"	"bao"	"邶"
"駓"	""	"PG"	"peng"	"駓"
"胻"	""	"HG"	"heng"	"胻"
"搰"	""	"HU"	"hu"	"搰"
"凘"	""	"UV"	"shui"	"凘"
"尊"	"酋寸"	"ZP"	"ZUN"	"尊樽撙鳟遵奠嶟蹲草萝皆聋首等"
"毑"	""	"JX"	"jie"	"毑"
"絺"	""	"II"	"chi"	"絺"
"嫳"	""	"PI"	"pi"	"嫳"
"鬎"	""	"KP"	"kun"	"鬎"
"塃"	""	"HR"	"huan"	"塃"
"結"	""	"JX"	"jie"	"結"
"堾"	""	"IP"	"chun"	"堾"
"櫼"	""	"JM"	"jian"	"櫼"
"矎"	""	"XU"	"xu"	"矎"
"頮"	""	"HV"	"hui"	"頮"
"伈"	""	"XX"	"xie"	"伈"
"砮"	""	"NX"	"nie"	"砮"
"硚"	""	"QD"	"qiang"	"硚"
"筼"	""	"YT"	"yue"	"筼"
"堄"	""	"NI"	"ni"	"堄"
"狁"	""	"YP"	"YUN"	"狁允"
"抈"	""	"YU"	"yu"	"抈"
"儌"	""	"JC"	"jiao"	"儌"
"朅"	""	"QC"	"qiao"	"朅"
"璆"	""	"QQ"	"qiu"	"璆"
"龑"	""	"YJ"	"YAN"	"龑"
"堧"	""	"RB"	"rou"	"堧"
"睋"	""	"DO"	"duo"	"睋"
"翊"	"立羽"	"YI"	"YI"	"翊羽翌"
"櫆"	""	"KD"	"kuang"	"櫆"
"湴"	""	"BJ"	"ban"	"湴"
"奤"	""	"PY"	"ping"	"奤"
"睊"	""	"JR"	"juan"	"睊"
"猄"	""	"JN"	"jin"	"猄"
"唻"	""	"LA"	"la"	"唻"
"箄"	""	"OU"	"ou"	"箄"
"搕"	""	"KH"	"kang"	"搕"
"杙"	""	"YI"	"yi"	"杙"
"盭"	""	"LI"	"li"	"盭"
"渟"	""	"TC"	"tiao"	"渟"
"訾"	"此言"	"ZI"	"ZI"	"訾紫赀赞"
"砢"	""	"LO"	"luo"	"砢"
"痁"	""	"UA"	"sha"	"痁"
"諓"	""	"JM"	"jian"	"諓"
"睩"	""	"LU"	"lu"	"睩"
"婋"	""	"XM"	"xian"	"婋"
"墾"	""	"KF"	"KEN"	"墾"
"吪"	""	"DO"	"duo"	"吪"
"輀"	""	"ER"	"er"	"輀"
"罂"	""	"YY"	"YING"	"罂婴鹦嘤撄缨樱璎"
"晻"	""	"AN"	"an"	"晻"
"粽"	"米宗"	"ZS"	"ZONG"	"粽鬃宗综棕脘踪腙倧猔碂"
"杝"	""	"YE"	"ye"	"杝"
"瞆"	""	"GV"	"gui"	"瞆"
"臜"	""	"YP"	"yun"	"臜"
"疐"	""	"VI"	"zhi"	"疐"
"纴"	""	"RH"	"rang"	"纴"
"愔"	""	"YI"	"yi"	"愔"
"鍮"	""	"TY"	"ting"	"鍮"
"鉧"	""	"MO"	"mo"	"鉧"
"棁"	""	"VO"	"zhuo"	"棁"
"汎"	""	"FJ"	"FAN"	"汎"
"啁"	"口周"	"VB"	"ZHOU"	"啁周"
"樫"	""	"JM"	"jian"	"樫"
"繦"	""	"QM"	"qian"	"繦"
"漷"	""	"HP"	"hun"	"漷"
"瑑"	""	"VR"	"zhuan"	"瑑"
"堽"	""	"GH"	"gang"	"堽"
"蜐"	""	"JX"	"jie"	"蜐"
"媦"	""	"WZ"	"wei"	"媦"
"鬹"	""	"GV"	"GUI"	"鬹"
"棫"	""	"YU"	"yu"	"棫"
"栭"	"木而"	"EN"	"EN"	"栭"
"駃"	""	"JT"	"jue"	"駃"
"蒒"	""	"UF"	"shen"	"蒒"
"搉"	""	"QR"	"quan"	"搉"
"挦"	""	"XW"	"xia"	"挦"
"咷"	""	"TH"	"tang"	"咷"
"塚"	""	"VS"	"ZHONG"	"塚"
"蟂"	""	"XC"	"XIAO"	"蟂"
"鮰"	""	"HV"	"hui"	"鮰"
"虉"	""	"YI"	"yi"	"虉"
"裋"	""	"UI"	"shi"	"裋"
"醜"	"酉鬼"	"IB"	"CHOU"	"醜"
"晅"	""	"XU"	"xu"	"晅"
"绖"	""	"DX"	"die"	"绖"
"籥"	""	"YR"	"yuan"	"籥"
"梽"	""	"VI"	"zhi"	"梽"
"浐"	""	"IL"	"chai"	"浐"
"唗"	""	"DS"	"dong"	"唗"
"壎"	"土熏"	"XP"	"XUN"	"壎"
"霫"	""	"XI"	"XI"	"霫"
"猘"	""	"VI"	"zhi"	"猘"
"溵"	""	"YI"	"yi"	"溵"
"佪"	""	"HV"	"hui"	"佪"
"犨"	""	"IB"	"chou"	"犨"
"鎯"	""	"LJ"	"lan"	"鎯"
"掱"	""	"NP"	"nun"	"掱"
"臺"	""	"TL"	"TAI"	"臺"
"雚"	""	"GR"	"GUAN"	"雚"
"驫"	""	"BC"	"BIAO"	"驫"
"锠"	""	"IH"	"CHANG"	"锠"
"埧"	""	"JU"	"JU"	"埧"
"霊"	"雨一亚"	"LY"	"LING"	";霊"
"蔾"	"厂里"	"LI"	"LI"	"厘狸喱屋匣唇瘦屡厦"
"暀"	""	""	""	""
"傚"	""	""	""	""
"治"	"三台"	"VI"	"ZHI"	"治诒台治洽泪沼沾冶洛"
"右"	"十口"	"YB"	"YOU"	"右左在石石有衣左方白"
"挣"	""	"VG"	"ZHENG"	"挣睁铮筝峥争诤狰狰按掉担搭投"
"吽"	""	"HS"	"hong"	"吽"
"牻"	""	"MJ"	"man"	"牻"
"造"	""	"ZK"	"ZAO"	"造告郜适迢违遗遣请"
"虣"	""	"BK"	"bao"	"虣"
"翃"	""	"HS"	"hong"	"翃"
"臿"	""	"IA"	"cha"	"臿"
"鲪"	""	"JT"	"jue"	"鲪"
"艎"	""	"HD"	"huang"	"艎"
"蝜"	""	"FU"	"fu"	"蝜"
"龁"	""	"HE"	"he"	"龁"
"裀"	""	"YI"	"yi"	"裀"
"畖"	""	"TO"	"tuo"	"畖"
"猲"	""	"XC"	"xiao"	"猲"
"鲏"	""	"PG"	"peng"	"鲏"
"暂"	"斩日"	"ZJ"	"ZAN"	"暂斩智管哲瞥答咎"
"黡"	""	"YA"	"ya"	"黡"
"醡"	""	"VA"	"zha"	"醡"
"赯"	""	"TJ"	"tan"	"赯"
"殢"	""	"TI"	"ti"	"殢"
"溠"	""	"ZK"	"zao"	"溠"
"鳾"	""	"UF"	"shen"	"鳾"
"湋"	""	"WH"	"wang"	"湋"
"詒"	""	"YI"	"yi"	"詒"
"紃"	""	"XR"	"xuan"	"紃"
"勇"	"甬力"	"YS"	"YONG"	"勇甬用俑捅涌恿蛹踊舅委蚕垂秦重"
"馔"	""	"VR"	"ZHUAN"	"馔撰巽"
"瘀"	""	"YU"	"YU"	"瘀於"
"缘"	""	"YR"	"YUAN"	"缘橼绦绿练簇绥豫"
"稾"	""	"GH"	"gang"	"稾"
"翥"	"吞羽"	"VU"	"ZHU"	"翥箸"
"凿"	""	"ZO"	"ZUO"	"凿业苗蟹菌谈茵齿"
"吥"	""	"BU"	"bu"	"吥"
"弶"	""	"JD"	"jiang"	"弶"
"轵"	"车只"	"VI"	"ZHI"	"轵枳积只"
"薋"	""	"CI"	"ci"	"薋"
"踧"	""	"CR"	"cuan"	"踧"
"儛"	""	"WO"	"wo"	"儛"
"詟"	""	"VK"	"zhao"	"詟"
"桹"	""	"LJ"	"lan"	"桹"
"欙"	""	"LE"	"le"	"欙"
"织"	""	"VI"	"ZHI"	"织只识纹给组纷络积"
"倴"	""	"BZ"	"bei"	"倴"
"峬"	""	"BO"	"bo"	"峬"
"钘"	""	"XX"	"xie"	"钘"
"噁"	""	"EE"	"e"	"噁"
"姞"	""	"JI"	"ji"	"姞"
"震"	"雨辰"	"VF"	"ZHEN"	"震辰赈振霞霉需霓霹雹"
"烜"	""	"XU"	"xu"	"烜"
"赀"	"此贝"	"ZI"	"ZI"	"赀紫赞訾"
"撄"	""	"YY"	"YING"	"撄缨樱璎罂婴鹦"
"瀌"	""	"BC"	"biao"	"瀌"
"釭"	""	"GH"	"gang"	"釭"
"胾"	""	"ZS"	"zong"	"胾"
"洸"	""	"GR"	"guan"	"洸"
"氉"	""	"SJ"	"san"	"氉"
"跲"	""	"JW"	"jia"	"跲"
"緌"	""	"RR"	"ruan"	"緌"
"洣"	""	"MG"	"meng"	"洣"
"鄌"	""	"TJ"	"tan"	"鄌"
"浕"	""	"JN"	"jin"	"浕"
"喨"	""	"LD"	"liang"	"喨"
"嫚"	""	"MA"	"ma"	"嫚"
"骦"	""	"UI"	"shi"	"骦"
"穮"	""	"BC"	"biao"	"穮"
"终"	""	"VS"	"ZHONG"	"终冬给哭丝绪纺络"
"徛"	""	"JI"	"ji"	"徛"
"蛭"	"虫至"	"VI"	"ZHI"	"蛭至郅到致臻"
"纣"	""	"VB"	"ZHOU"	"纣付寸讨肘"
"笢"	""	"MM"	"mian"	"笢"
"纼"	""	"VE"	"zhe"	"纼"
"鮈"	""	"JU"	"ju"	"鮈"
"嶽"	""	"YR"	"yuan"	"嶽"
"毸"	""	"SA"	"sa"	"毸"
"豮"	""	"FF"	"fen"	"豮"
"蛃"	""	"BY"	"bing"	"蛃"
"痯"	""	"GY"	"guai"	"痯"
"脢"	""	"MK"	"mao"	"脢"
"缜"	""	"VF"	"ZHEN"	"缜真值稹镇"
"璟"	""	"JY"	"jing"	"璟"
"柈"	""	"PA"	"pa"	"柈"
"唅"	""	"HL"	"hai"	"唅"
"盨"	""	"XU"	"xu"	"盨"
"夐"	""	"XY"	"xing"	"夐"
"欋"	""	"QU"	"qu"	"欋"
"鹓"	""	"YU"	"yu"	"鹓"
"骴"	""	"CI"	"ci"	"骴"
"醂"	""	"LA"	"la"	"醂"
"薙"	""	"TI"	"ti"	"薙"
"垾"	""	"HJ"	"han"	"垾"
"僝"	""	"IL"	"chai"	"僝"
"劦"	""	"XX"	"XIE"	"劦"
"肫"	"月屯"	"VP"	"ZHUN"	"肫屯吨盹窀"
"悰"	""	"CS"	"cong"	"悰"
"眽"	""	"MY"	"ming"	"眽"
"牚"	""	"IG"	"cheng"	"牚"
"鲯"	""	"QI"	"qi"	"鲯"
"酘"	""	"DB"	"dou"	"酘"
"蝘"	""	"YA"	"ya"	"蝘"
"踶"	""	"DI"	"di"	"踶"
"臛"	""	"HO"	"huo"	"臛"
"厾"	""	"DU"	"du"	"厾"
"泃"	""	"JS"	"jiong"	"泃"
"璪"	""	"ZA"	"za"	"璪"
"堉"	""	"YU"	"yu"	"堉"
"喒"	""	"ZA"	"ZA"	"喒"
"梫"	""	"QX"	"qie"	"梫"
"涐"	""	"DO"	"duo"	"涐"
"窎"	""	"DC"	"diao"	"窎"
"缻"	""	"FG"	"feng"	"缻"
"菨"	""	"JX"	"jie"	"菨"
"砯"	""	"PC"	"piao"	"砯"
"芣"	""	"FU"	"fu"	"芣"
"垚"	""	"YJ"	"yan"	"垚"
"囋"	""	"YP"	"yun"	"囋"
"魋"	""	"TU"	"tu"	"魋"
"鍚"	""	"YJ"	"yan"	"鍚"
"璈"	""	"AO"	"ao"	"璈"
"嗛"	""	"QM"	"qian"	"嗛"
"騃"	""	"UP"	"shun"	"騃"
"劙"	""	"LI"	"li"	"劙"
"暸"	""	"LC"	"LIAO"	"暸"
"堃"	""	"KP"	"KUN"	"堃"
"勼"	""	"JS"	"jiong"	"勼"
"璓"	"王秀"	"XQ"	"XIU"	"璓"
"犇"	""	"BF"	"BEN"	"犇"
"曶"	""	"HB"	"hou"	"曶"
"箙"	""	"FU"	"fu"	"箙"
"観"	""	"GR"	"GUAN"	"観"
"艤"	""	"YI"	"YI"	"艤"
"泲"	""	"JI"	"JI"	"泲"
"鱷"	""	"EE"	"E"	"鱷"
"婂"	""	"MM"	"MIAN"	"婂"
"篍"	""	"QQ"	"QIU"	"篍"
"奷"	""	"QM"	"QIAN"	"奷"
"虓"	"日尧"	"XC"	"XIAO"	"晓绕烧饶挠侥龄瞬"
"砪"	""	"MU"	"MU"	"母毌姆拇坶骨尽毋耳岛厚"
"謌"	""	"GE"	"GE"	"戈弋伐艾共龙义尤父"
"缐"	""	"XM"	"xian"	"缐"
"酦"	""	"PN"	"pin"	"酦"
"纂"	""	"ZR"	"ZUAN"	"纂算攥篹墓篡塞暴募基"
"泙"	""	"PH"	"pang"	"泙"
"骙"	""	"KY"	"kuai"	"骙"
"袐"	""	"BI"	"BI"	"袐"
"壩"	"土霸"	"BA"	"BA"	"壩"
"囥"	""	"KJ"	"kan"	"囥"
"瀽"	""	"JM"	"jian"	"瀽"
"彧"	""	"YU"	"yu"	"彧"
"崭"	"山斩"	"VJ"	"ZHAN"	"崭斩嵌袄斩娇辣绿"
"廥"	""	"KU"	"ku"	"廥"
"桯"	""	"TM"	"tian"	"桯"
"鱥"	""	"GV"	"gui"	"鱥"
"圞"	""	"LV"	"LV"	"圞"
"韡"	""	"WZ"	"wei"	"韡"
"帣"	""	"JU"	"ju"	"帣"
"永"	""	"YS"	"YONG"	"永昶咏泳水木承本伞众"
"咒"	""	"VB"	"ZHOU"	"咒骂光纪冗先父托"
"藊"	""	"BM"	"bian"	"藊"
"遌"	""	"EE"	"e"	"遌"
"盉"	""	"HE"	"he"	"盉"
"姮"	""	"HF"	"hen"	"姮"
"桲"	""	"BO"	"bo"	"桲"
"蒸"	""	"VG"	"ZHENG"	"蒸菡荪熬葱臻菇蓖藻"
"牷"	""	"QU"	"qu"	"牷"
"掷"	""	"VI"	"ZHI"	"掷郑捌挪梆撕揪擞"
"麅"	""	"PJ"	"pan"	"麅"
"夤"	""	"YN"	"YIN"	"夤寅"
"征"	""	"VG"	"ZHENG"	"征正证怔钲怔证徘袄狂旺"
"馂"	""	"JT"	"jue"	"馂"
"觱"	""	"BI"	"bi"	"觱"
"浡"	""	"BO"	"bo"	"浡"
"姌"	""	"QR"	"quan"	"姌"
"蟫"	""	"YN"	"yin"	"蟫"
"顠"	""	"PI"	"pi"	"顠"
"躿"	""	"KJ"	"kan"	"躿"
"炙"	"夕火"	"VI"	"ZHI"	"炙火灸荧"
"夎"	""	"DA"	"da"	"夎"
"姁"	""	"XQ"	"xiu"	"姁"
"歠"	""	"CI"	"ci"	"歠"
"苾"	""	"BI"	"bi"	"苾"
"洟"	""	"TG"	"teng"	"洟"
"捽"	""	"ZO"	"zuo"	"捽"
"霤"	""	"LQ"	"liu"	"霤"
"斁"	""	"YI"	"yi"	"斁"
"缯"	""	"ZG"	"ZENG"	"缯甑罾赠曾憎增"
"恛"	""	"HV"	"hui"	"恛"
"骓"	"马隹，马佳"	"VV"	"ZHUI"	"骓隹谁锥难椎"
"篅"	""	"IR"	"chuan"	"篅"
"鋜"	""	"VO"	"zhuo"	"鋜"
"阈"	"门或"	"YU"	"YU"	"阈阙"
"焠"	""	"CP"	"cun"	"焠"
"绉"	""	"VB"	"ZHOU"	"绉刍诌诤"
"貤"	""	"YI"	"yi"	"貤"
"朏"	""	"FH"	"fang"	"朏"
"緘"	""	"JM"	"jian"	"緘"
"僇"	""	"LU"	"lu"	"僇"
"籹"	""	"NY"	"ning"	"籹"
"矟"	""	"UR"	"shuan"	"矟"
"足"	""	"ZU"	"ZU"	"足促哫是尺且呆定县"
"羕"	""	"YJ"	"yan"	"羕"
"揍"	""	"ZB"	"ZOU"	"揍奏春楱秦模捷建凑途债"
"簰"	""	"PA"	"pa"	"簰"
"齯"	""	"NK"	"nao"	"齯"
"棬"	""	"QU"	"qu"	"棬"
"酺"	""	"PO"	"po"	"酺"
"鷟"	""	"ZI"	"zi"	"鷟"
"灊"	""	"QW"	"qia"	"灊"
"菹"	""	"ZU"	"ZU"	"菹租且祖俎组阻诅伹岨徂怚沮珇鉏"
"繟"	""	"IJ"	"chan"	"繟"
"酕"	""	"MH"	"mang"	"酕"
"囮"	""	"DO"	"duo"	"囮"
"柊"	""	"VS"	"zhong"	"柊"
"獚"	""	"HD"	"huang"	"獚"
"芃"	""	"PK"	"pao"	"芃"
"蚿"	""	"XW"	"xia"	"蚿"
"侻"	""	"TV"	"tui"	"侻"
"哯"	""	"XM"	"xian"	"哯"
"涼"	""	"LD"	"LIANG"	"涼"
"啟"	""	"QI"	"QI"	"啟"
"滷"	""	"LU"	"LU"	"滷"
"鵰"	"周鸟"	"DC"	"DIAO"	"鵰"
"宙"	""	"VB"	"ZHOU"	"宙由迪亩奋审寄寅苗"
"证"	"言正"	"VG"	"ZHENG"	"证正钲怔征怔征沉近记诉"
"硁"	""	"KE"	"ke"	"硁"
"墝"	""	"QM"	"qian"	"墝"
"潫"	""	"WA"	"wa"	"潫"
"鳂"	""	"WH"	"wang"	"鳂"
"骎"	""	"QC"	"qiao"	"骎"
"婠"	""	"WA"	"wa"	"婠"
"嵲"	""	"NI"	"ni"	"嵲"
"髐"	""	"XD"	"xiang"	"髐"
"炁"	""	"QI"	"qi"	"炁"
"椓"	""	"VO"	"zhuo"	"椓"
"顜"	""	"JD"	"jiang"	"顜"
"睍"	""	"XM"	"xian"	"睍"
"罭"	""	"YU"	"yu"	"罭"
"氄"	""	"RF"	"ren"	"氄"
"芼"	""	"MH"	"mang"	"芼"
"戉"	""	"YU"	"yu"	"戉"
"劚"	""	"VU"	"zhu"	"劚"
"撧"	""	"JR"	"juan"	"撧"
"薸"	""	"PI"	"pi"	"薸"
"袛"	""	"DI"	"DI"	"袛"
"燊"	""	"UJ"	"shan"	"燊"
"鴃"	""	"JT"	"jue"	"鴃"
"艓"	""	"DX"	"die"	"艓"
"嶟"	""	"ZP"	"zun"	"嶟"
"醰"	""	"TA"	"ta"	"醰"
"駹"	""	"MH"	"mang"	"駹"
"屟"	""	"XC"	"xiao"	"屟"
"籊"	""	"TI"	"ti"	"籊"
"漰"	""	"PH"	"pang"	"漰"
"荳"	""	"DB"	"DOU"	"荳"
"奲"	""	"IF"	"chen"	"奲"
"穀"	""	"GU"	"gu"	"穀"
"郤"	""	"XI"	"xi"	"郤"
"扊"	""	"XP"	"xun"	"扊"
"勚"	""	"YI"	"yi"	"勚"
"苨"	""	"NI"	"NI"	"苨"
"鶄"	""	"JN"	"jin"	"鶄"
"衠"	""	"VP"	"zhun"	"衠"
"褽"	""	"WZ"	"wei"	"褽"
"瑯"	"王郎"	"LH"	"LANG"	"瑯"
"浭"	""	"GG"	"GENG"	"浭"
"峇"	"山合"	"BA"	"BA"	"峇"
"鈺"	""	"YU"	"YU"	"鈺"
"駞"	""	"TO"	"TUO"	"駞"
"鸊"	""	"PI"	"pi"	"鸊"
"矰"	""	"ZK"	"zao"	"矰"
"遹"	""	"YU"	"yu"	"遹"
"鬐"	""	"QI"	"QI"	"鬐"
"曌"	""	"VH"	"ZHAO"	"曌瞾"
"録"	""	"LU"	"LU"	"録"
"玆"	""	"ZI"	"ZI"	"玆"
"焌"	""	"JT"	"jue"	"焌"
"蚛"	""	"VB"	"zhou"	"蚛"
"灓"	""	"LV"	"LV"	"灓"
"斠"	""	"JC"	"jiao"	"斠"
"麖"	""	"JY"	"jing"	"麖"
"頠"	""	"WZ"	"wei"	"頠"
"闬"	""	"HJ"	"han"	"闬"
"劼"	""	"JX"	"jie"	"劼"
"糏"	""	"XX"	"xie"	"糏"
"洭"	""	"KY"	"kuai"	"洭"
"餗"	""	"SS"	"song"	"餗"
"褧"	""	"JS"	"jiong"	"褧"
"胀"	"月长"	"VH"	"ZHANG"	"胀长账帐胳股服脓胎胆"
"睅"	""	"HJ"	"han"	"睅"
"殖"	"歹直"	"VI"	"ZHI"	"殖植直植婚范落碴镇"
"椑"	""	"PG"	"peng"	"椑"
"惛"	""	"HV"	"hui"	"惛"
"塕"	""	"WF"	"wen"	"塕"
"侜"	""	"VB"	"zhou"	"侜"
"桵"	""	"RU"	"ru"	"桵"
"檰"	""	"MG"	"meng"	"檰"
"侁"	""	"UJ"	"shan"	"侁"
"缞"	""	"CV"	"cui"	"缞"
"主"	""	"VU"	"ZHU"	"主住隹拄左壬王玄夫丰"
"蕗"	""	"LU"	"lu"	"蕗"
"倻"	""	"YH"	"yang"	"倻"
"洙"	"三朱"	"VU"	"ZHU"	"洙茱株朱侏诛洙邾珠蛛铢"
"啭"	"口转"	"VR"	"ZHUAN"	"啭专砖传转"
"资"	"次贝"	"ZI"	"ZI"	"资咨次谘姿粢栥贺盗贸贫瓷贤"
"媕"	""	"AI"	"ai"	"媕"
"驭"	"马又"	"YU"	"YU"	"驭驼欲驼驳奴驻职"
"著"	""	"VU"	"ZHU"	"著者都奢蓑苔蔷若署"
"鎝"	""	"DA"	"da"	"鎝"
"緼"	""	"YP"	"yun"	"緼"
"焯"	"火卓"	"VO"	"ZHUO"	"焯卓掉桌裁栽战敖我载"
"玘"	""	"QI"	"qi"	"玘"
"抔"	""	"PY"	"ping"	"抔"
"刓"	""	"WA"	"wa"	"刓"
"嫜"	"女章"	"VH"	"ZHANG"	"嫜彰漳獐樟璋蟑章鄣"
"擩"	""	"RB"	"rou"	"擩"
"辎"	""	"ZI"	"ZI"	"辎淄缁锱鲻"
"榤"	""	"JX"	"jie"	"榤"
"鲊"	""	"VA"	"zha"	"鲊"
"彫"	""	"DC"	"diao"	"彫"
"岧"	""	"TM"	"tian"	"岧"
"葖"	""	"TS"	"tong"	"葖"
"醊"	""	"VV"	"zhui"	"醊"
"冤"	""	"YR"	"YUAN"	"冤兔兔晃裙盈鬼冕"
"栉"	"木节"	"VI"	"ZHI"	"栉节"
"鬅"	""	"PF"	"pen"	"鬅"
"儭"	""	"IG"	"cheng"	"儭"
"纁"	""	"XR"	"xuan"	"纁"
"禫"	""	"DJ"	"dan"	"禫"
"肸"	""	"WU"	"wu"	"肸"
"掾"	""	"YR"	"YUAN"	"掾橼缘"
"亸"	""	"DO"	"duo"	"亸"
"潽"	""	"PO"	"po"	"潽"
"敠"	""	"DO"	"duo"	"敠"
"諔"	""	"IY"	"chuai"	"諔"
"蛬"	""	"QN"	"qin"	"蛬"
"塽"	""	"UI"	"shi"	"塽"
"玥"	""	"YU"	"yu"	"玥"
"剒"	""	"DA"	"da"	"剒"
"飖"	""	"YH"	"yang"	"飖"
"銶"	""	"QQ"	"qiu"	"銶"
"砖"	"石专"	"VR"	"ZHUAN"	"砖专传啭转硅转徒殆杉桂"
"抏"	""	"WJ"	"wan"	"抏"
"靧"	""	"HV"	"hui"	"靧"
"晞"	""	"WU"	"wu"	"晞"
"枌"	""	"FZ"	"fei"	"枌"
"厔"	""	"VI"	"zhi"	"厔"
"鹖"	""	"HE"	"he"	"鹖"
"稇"	""	"KV"	"kui"	"稇"
"嬎"	""	"FJ"	"fan"	"嬎"
"洲"	"三州"	"VB"	"ZHOU"	"洲州训测渊抓狐加"
"謋"	""	"HO"	"huo"	"謋"
"蓨"	""	"TM"	"tian"	"蓨"
"薆"	""	"AI"	"ai"	"薆"
"袯"	""	"BY"	"bing"	"袯"
"纮"	""	"HS"	"hong"	"纮"
"鲖"	""	"TY"	"ting"	"鲖"
"旸"	""	"YJ"	"yan"	"旸"
"讆"	""	"WZ"	"wei"	"讆"
"犛"	""	"LG"	"leng"	"犛"
"旻"	""	"MM"	"mian"	"旻"
"呿"	""	"QU"	"qu"	"呿"
"偁"	""	"IG"	"cheng"	"偁"
"硔"	""	"HS"	"hong"	"硔"
"倢"	""	"JX"	"jie"	"倢"
"髳"	""	"MH"	"mang"	"髳"
"漈"	""	"JI"	"ji"	"漈"
"鬘"	""	"MM"	"m"	"鬘"
"絻"	""	"WF"	"wen"	"絻"
"栢"	"木百"	"BL"	"BAI"	"栢"
"跶"	""	"DA"	"DA"	"跶"
"荄"	""	"FU"	"fu"	"荄"
"巠"	""	"JN"	"jin"	"巠"
"鄃"	""	"UI"	"shi"	"鄃"
"毨"	""	"XM"	"xian"	"毨"
"嘐"	""	"XD"	"xiang"	"嘐"
"檇"	""	"ZV"	"zui"	"檇"
"葇"	""	"RF"	"ren"	"葇"
"叇"	""	"DJ"	"dan"	"叇"
"鎓"	""	"WF"	"wen"	"鎓"
"颋"	""	"TY"	"ting"	"颋"
"籑"	""	"VV"	"zhui"	"籑"
"啓"	""	"QI"	"QI"	"啓"
"妋"	""	"FG"	"feng"	"妋"
"訢"	""	"XX"	"xie"	"訢"
"祲"	""	"JN"	"jin"	"祲"
"瑊"	""	"JW"	"jia"	"瑊"
"嫏"	""	"LL"	"lai"	"嫏"
"噀"	""	"XT"	"xue"	"噀"
"哢"	""	"LQ"	"liu"	"哢"
"儓"	""	"SO"	"suo"	"儓"
"趻"	""	"IF"	"chen"	"趻"
"郃"	""	"HK"	"hao"	"郃"
"譟"	""	"ZJ"	"zan"	"譟"
"臘"	""	"LX"	"LIE"	"臘"
"讻"	""	"XN"	"xin"	"讻"
"拃"	""	"VA"	"zha"	"拃"
"銍"	""	"VI"	"ZHI"	"銍"
"玬"	"王丹"	"DJ"	"DAN"	"玬"
"鋐"	""	"HS"	"HONG"	"鋐"
"僅"	""	"JN"	"JIN"	"僅"
"黋"	""	"KD"	"KUANG"	"黋"
"釱"	""	"DI"	"di"	"釱"
"椪"	""	"PG"	"peng"	"椪"
"艻"	""	"LH"	"lang"	"艻"
"畟"	""	"CK"	"cao"	"畟"
"豗"	""	"HD"	"huang"	"豗"
"狾"	""	"VI"	"zhi"	"狾"
"檞"	""	"JX"	"jie"	"檞"
"荖"	""	"LH"	"lang"	"荖"
"脈"	""	"ML"	"MAI"	"脈"
"踑"	""	"QI"	"qi"	"踑"
"鹔"	""	"SI"	"si"	"鹔"
"砲"	"石包"	"PK"	"PAO"	"砲"
"鴞"	""	"XC"	"XIAO"	"鴞"
"岞"	""	"ZO"	"ZUO"	"岞"
